time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed,label
47:29.9,0.001,-3.06e-18,-0.025,0.06864655,0.50013915,9.6693569,97618.82324,-2707000.0,-67000.0,-914000.0,40.12,15.53999996,0.4778862,3.539939165,214.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.0,-0.0015,-0.006,-0.0265,0.073549875,0.436395925,9.850779925,97616.42151,-2705500.0,-66500.0,-824500.0,40.115,15.53999996,0.4778862,3.539939165,214.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.0,-0.004,-0.012,-0.028,0.0784532,0.3726527,10.03220295,97614.01978,-2704000.0,-66000.0,-735000.0,40.11,15.55999994,-2.282857895,3.551071048,215.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.0,-0.036,-0.0135,-0.0255,0.083356525,0.42168595,10.10575283,97614.97803,-2715500.0,-66500.0,-1364000.0,40.11,15.57999992,-5.04360199,3.56220293,216.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.1,-0.068,-0.015,-0.023,0.08825985,0.4707192,10.1793027,97615.93628,-2727000.0,-67000.0,-1993000.0,40.11,15.57999992,-5.04360199,3.56220293,216.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.1,-0.067,-0.010333333,-0.020333333,0.101335383,0.48052585,10.00932077,97615.80404,-2543333.333,-69000.0,-1519333.333,40.11,15.60500002,-5.04360199,3.56220293,216.5,-2.070221424,7.564254284,-83.32415009,0,0
47:30.2,-0.066,-0.005666667,-0.017666667,0.114410917,0.4903325,9.839338833,97615.67179,-2359666.667,-71000.0,-1045666.667,40.11,15.63000011,-5.04360199,3.56220293,217.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.2,-0.065,-0.001,-0.015,0.12748645,0.50013915,9.6693569,97615.53955,-2176000.0,-73000.0,-572000.0,40.11,15.6500001,-8.146858215,3.567768931,218.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.2,-0.071666667,-0.003666667,-0.017333333,0.12748645,0.4903325,9.764154517,97615.69214,-2167333.333,-72666.66667,-109333.3333,40.11,15.67000008,-11.25011444,3.573334932,219.0,-2.070221424,7.564254284,-83.32415009,0,0
47:30.3,-0.078333333,-0.006333333,-0.019666667,0.12748645,0.48052585,9.858952133,97615.84472,-2158666.667,-72333.33333,353333.3333,40.11,15.69000006,-11.25011444,3.54571867,220.0,-2.083314061,7.204787731,-83.12936783,0,0
47:30.3,-0.085,-0.009,-0.022,0.12748645,0.4707192,9.95374975,97615.99731,-2150000.0,-72000.0,816000.0,40.11,15.71000004,-11.25011444,3.518102407,221.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.4,-0.084,-0.011,-0.025,0.1372931,0.4903325,10.04691293,97617.36145,-2422500.0,-65000.0,268500.0,40.105,15.71000004,-11.25011444,3.518102407,221.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.4,-0.083,-0.013,-0.028,0.14709975,0.5099458,10.1400761,97618.72559,-2695000.0,-58000.0,-279000.0,40.1,15.71000004,-11.25011444,3.518102407,221.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.4,-0.068666667,-0.009333333,-0.028333333,0.179788583,0.5099458,10.15642052,97620.41016,-2680000.0,-55666.66667,525666.6667,40.1,15.74000001,-12.63589859,3.514870644,222.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.5,-0.054333333,-0.005666667,-0.028666667,0.212477417,0.5099458,10.17276493,97622.09473,-2665000.0,-53333.33333,1330333.333,40.1,15.76999998,-14.02168274,3.51163888,223.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.5,-0.04,-0.002,-0.029,0.24516625,0.5099458,10.18910935,97623.7793,-2650000.0,-51000.0,2135000.0,40.1,15.78999996,-14.02168274,3.502058268,224.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.6,-0.031333333,-0.009,-0.028,0.22555295,0.454374783,10.20872265,97622.26563,-2646333.333,-52666.66667,2317666.667,40.1,15.80999994,-17.23680496,3.282875299,225.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.6,-0.022666667,-0.016,-0.027,0.20593965,0.398803767,10.22833595,97620.75195,-2642666.667,-54333.33333,2500333.333,40.1,15.82999992,-20.45192719,3.063692331,226.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.6,-0.014,-0.023,-0.026,0.18632635,0.34323275,10.24794925,97619.23828,-2639000.0,-56000.0,2683000.0,40.1,15.82999992,-20.45192719,3.063692331,226.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.7,-0.0215,-0.0285,-0.0215,0.220649625,0.436395925,10.2969825,97619.83948,-2140000.0,-62000.0,1324000.0,40.1,15.86999989,-20.45192719,3.077260017,227.0,-2.096406698,6.845321178,-82.93458557,0,0
47:30.7,-0.029,-0.034,-0.017,0.2549729,0.5295591,10.34601575,97620.44067,-1641000.0,-68000.0,-35000.0,40.1,15.86999989,-20.45192719,3.077260017,227.0,-2.017525395,6.544614792,-82.75143941,0,0
47:30.8,-0.034,-0.0385,-0.018,0.191229675,0.4903325,10.29207918,97620.75501,-2166000.0,-59000.0,-38500.0,40.1,15.86999989,-20.45192719,3.077260017,227.0,-1.938644091,6.243908405,-82.56829325,0,0
47:30.8,-0.039,-0.043,-0.019,0.12748645,0.4511059,10.2381426,97621.06934,-2691000.0,-50000.0,-42000.0,40.1,15.86999989,-20.45192719,3.077260017,227.0,-1.859762788,5.943202019,-82.38514709,0,0
47:30.8,-0.03075,-0.04375,-0.0195,0.142196425,0.443750913,10.32640245,97620.98237,-2563500.0,-52250.0,-238000.0,40.0975,15.90999985,-25.58479309,2.85538578,229.0,-1.859762788,5.943202019,-82.38514709,0,0
47:30.9,-0.0225,-0.0445,-0.02,0.1569064,0.436395925,10.4146623,97620.89539,-2436000.0,-54500.0,-434000.0,40.095,15.92333317,-25.58479309,2.861867348,229.6666667,-1.859762788,5.943202019,-82.38514709,0,0
47:30.9,-0.01425,-0.04525,-0.0205,0.171616375,0.429040938,10.50292215,97620.80841,-2308500.0,-56750.0,-630000.0,40.0925,15.93666649,-25.58479309,2.868348916,230.3333333,-1.859762788,5.943202019,-82.38514709,0,0
47:31.0,-0.006,-0.046,-0.021,0.18632635,0.42168595,10.591182,97620.72144,-2181000.0,-59000.0,-826000.0,40.09,15.94999981,-25.58479309,2.874830484,231.0,-1.859762788,5.943202019,-82.38514709,0,0
47:31.0,-0.014,-0.0435,-0.0215,0.24516625,0.505042475,10.54214875,97621.84754,-2450000.0,-50500.0,-1182500.0,40.09,15.97999954,-29.10690308,2.893051863,233.0,-1.859762788,5.943202019,-82.38514709,0,0
47:31.0,-0.022,-0.041,-0.022,0.30400615,0.588399,10.4931155,97622.97363,-2719000.0,-42000.0,-1539000.0,40.09,15.97999954,-29.10690308,2.893051863,233.0,-1.859762788,5.943202019,-82.38514709,0,0
47:31.1,-0.0405,-0.0445,-0.0185,0.299102825,0.61781895,10.62550528,97623.30628,-2703500.0,-44000.0,-719500.0,40.09,15.97999954,-29.10690308,2.893051863,233.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.1,-0.059,-0.048,-0.015,0.2941995,0.6472389,10.75789505,97623.63892,-2688000.0,-46000.0,100000.0,40.09,16.0,-29.10690308,1.50647676,234.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.2,-0.0445,-0.05,-0.0205,0.2941995,0.652142225,10.65982855,97622.05201,-2688000.0,-46000.0,101000.0,40.09,16.0,-29.10690308,1.50647676,234.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.2,-0.03,-0.052,-0.026,0.2941995,0.65704555,10.56176205,97620.46509,-2688000.0,-46000.0,102000.0,40.09,16.00666682,-32.18069077,1.547045906,234.6666667,-1.12664628,5.521502495,-82.04825592,0,0
47:31.2,-0.027,-0.053,-0.029,0.307275033,0.630894483,10.64348413,97621.15275,-2690666.667,-45666.66667,-33000.0,40.09,16.01333364,-35.25447845,1.587615053,235.3333333,-1.12664628,5.521502495,-82.04825592,0,0
47:31.3,-0.024,-0.054,-0.032,0.320350567,0.604743417,10.72520622,97621.84042,-2693333.333,-45333.33333,-168000.0,40.09,16.02000046,-38.32826614,1.628184199,236.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.3,-0.021,-0.055,-0.035,0.3334261,0.57859235,10.8069283,97622.52808,-2696000.0,-45000.0,-303000.0,40.09,16.02999878,-38.32826614,0.62843585,238.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.4,-0.039,-0.058,-0.0345,0.3334261,0.53936575,10.93931808,97622.35718,-2693500.0,-44500.0,-179500.0,40.085,16.02999878,-38.32826614,0.62843585,238.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.4,-0.057,-0.061,-0.034,0.3334261,0.50013915,11.07170785,97622.18628,-2691000.0,-44000.0,-56000.0,40.08,16.02999878,-38.32826614,0.62843585,238.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.4,-0.029,-0.056666667,-0.028,0.320350567,0.506676917,10.95729693,97622.67049,-2696666.667,-43333.33333,-360333.3333,40.08,16.02999878,-38.46974373,0.731197775,238.5,-1.12664628,5.521502495,-82.04825592,0,0
47:31.5,-0.001,-0.052333333,-0.022,0.307275033,0.513214683,10.84288602,97623.15471,-2702333.333,-42666.66667,-664666.6667,40.08,16.02999878,-38.61122131,0.833959699,239.0,-1.12664628,5.521502495,-82.04825592,0,0
47:31.5,0.027,-0.048,-0.016,0.2941995,0.51975245,10.7284751,97623.63892,-2708000.0,-42000.0,-969000.0,40.08,16.02499962,-38.61122131,-0.146905899,240.0,-0.54592414,5.270219803,-81.71735382,0,0
47:31.6,0.067333333,-0.037333333,-0.018666667,0.2549729,0.506676917,10.58791312,97624.29403,-2706000.0,-41666.66667,-847333.3333,40.08,16.02000046,-38.61122131,-1.127771497,241.0,0.034798,5.018937111,-81.38645172,0,0
47:31.6,0.107666667,-0.026666667,-0.021333333,0.2157463,0.493601383,10.44735113,97624.94914,-2704000.0,-41333.33333,-725666.6667,40.08,16.02000046,-38.61122131,-1.127771497,241.0,0.034798,5.018937111,-81.38645172,0,0
47:31.6,0.148,-0.016,-0.024,0.1765197,0.48052585,10.30678915,97625.60425,-2702000.0,-41000.0,-604000.0,40.08,16.0,-41.5266037,-0.766075909,243.0,0.034798,5.018937111,-81.38645172,0,0
47:31.7,0.177,-0.015,-0.033,0.196133,0.4314926,10.2577559,97623.74268,-2177000.0,-54000.0,-593000.0,40.08,16.0,-41.5266037,-0.766075909,243.0,0.034798,5.018937111,-81.38645172,0,0
47:31.7,0.192,-0.014666667,-0.039666667,0.199401883,0.405341533,10.20545377,97623.01433,-2348333.333,-54333.33333,-414000.0,40.08,15.97999954,-41.5266037,-0.411402583,244.0,0.034798,5.018937111,-81.38645172,0,0
47:31.8,0.207,-0.014333333,-0.046333333,0.202670767,0.379190467,10.15315163,97622.28597,-2519666.667,-54666.66667,-235000.0,40.08,15.97999954,-41.5266037,-0.411402583,244.0,0.034798,5.018937111,-81.38645172,0,0
47:31.8,0.222,-0.014,-0.053,0.20593965,0.3530394,10.1008495,97621.55762,-2691000.0,-55000.0,-56000.0,40.08,15.96000004,-44.72942352,-1.606893897,246.0,0.034798,5.018937111,-81.38645172,0,0
47:31.8,0.237,-0.014666667,-0.056,0.196133,0.408610417,10.11392503,97621.73869,-2687333.333,-59000.0,126333.3333,40.07666667,15.96000004,-44.72942352,-1.606893897,246.0,0.034798,5.018937111,-81.38645172,0,0
47:31.9,0.252,-0.015333333,-0.059,0.18632635,0.464181433,10.12700057,97621.91976,-2683666.667,-63000.0,308666.6667,40.07333333,15.96000004,-44.72942352,-1.606893897,246.0,0.034798,5.018937111,-81.38645172,0,0
47:31.9,0.267,-0.016,-0.062,0.1765197,0.51975245,10.1400761,97622.10083,-2680000.0,-67000.0,491000.0,40.07,15.93999958,-44.72942352,-1.134901404,248.0,0.034798,5.018937111,-81.38645172,0,0
47:32.0,0.3065,-0.019,-0.066,0.191229675,0.465815875,10.22343263,97622.1344,-2684000.0,-72500.0,294500.0,40.07,15.93999958,-44.72942352,-1.134901404,248.0,0.034798,5.018937111,-81.38645172,0,0
47:32.0,0.346,-0.022,-0.07,0.20593965,0.4118793,10.30678915,97622.16797,-2688000.0,-78000.0,98000.0,40.07,15.93999958,-44.72942352,-1.134901404,248.0,0.034798,5.018937111,-81.38645172,0,0
47:32.0,0.361666667,-0.016666667,-0.069666667,0.196133,0.454374783,10.20872265,97622.92684,-2694666.667,-81333.33333,-270000.0,40.07,15.92000008,-43.15357208,-3.12451911,250.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.1,0.377333333,-0.011333333,-0.069333333,0.18632635,0.496870267,10.11065615,97623.68571,-2701333.333,-84666.66667,-638000.0,40.07,15.91499997,-43.15357208,-2.81607616,250.5,0.341791749,10.96254635,-80.29286194,0,0
47:32.1,0.393,-0.006,-0.069,0.1765197,0.53936575,10.01258965,97624.44458,-2708000.0,-88000.0,-1006000.0,40.07,15.90999985,-43.15357208,-2.507633209,251.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.2,0.4405,-0.0175,-0.073,0.191229675,0.514849125,10.5519554,97623.07129,-2708000.0,-97000.0,-995500.0,40.07,15.90999985,-43.15357208,-2.507633209,251.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.2,0.488,-0.029,-0.077,0.20593965,0.4903325,11.09132115,97621.698,-2708000.0,-106000.0,-985000.0,40.07,15.89499998,-41.34225845,-2.202808678,252.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.2,0.442333333,-0.029666667,-0.072666667,0.2353596,0.5295591,10.99325465,97620.18433,-2706000.0,-112666.6667,-884333.3333,40.07,15.88000011,-39.53094482,-1.897984147,253.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.3,0.396666667,-0.030333333,-0.068333333,0.26477955,0.5687857,10.89518815,97618.67065,-2704000.0,-119333.3333,-783666.6667,40.07,15.88000011,-39.53094482,-1.897984147,253.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.3,0.351,-0.031,-0.064,0.2941995,0.6080123,10.79712165,97617.15698,-2702000.0,-126000.0,-683000.0,40.07,15.86999988,-39.53094482,-2.799895942,254.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.4,0.273,-0.0325,-0.0595,0.269682875,0.6668522,10.62550528,97618.50281,-2699500.0,-133000.0,-561000.0,40.065,15.85999966,-39.53094482,-3.701807737,255.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.4,0.195,-0.034,-0.055,0.24516625,0.7256921,10.4538889,97619.84863,-2697000.0,-140000.0,-439000.0,40.06,15.82999992,-35.59112549,-2.970565557,256.0,0.341791749,10.96254635,-80.29286194,0,0
47:32.4,0.194666667,-0.025333333,-0.065,0.258241783,0.738767633,10.14334498,97620.48136,-2696000.0,-142333.3333,-385333.3333,40.06,15.82999992,-35.59112549,-2.970565557,256.0,0.38144131,15.85467673,-79.39516449,0,0
47:32.5,0.194333333,-0.016666667,-0.075,0.271317317,0.751843167,9.832801067,97621.1141,-2695000.0,-144666.6667,-331666.6667,40.06,15.82999992,-35.59112549,-2.970565557,256.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.5,0.194,-0.008,-0.085,0.28439285,0.7649187,9.52225715,97621.74683,-2694000.0,-147000.0,-278000.0,40.06,15.79999924,-35.59112549,-4.788167953,258.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.6,0.2135,-0.012,-0.1015,0.30400615,0.858081875,9.56148375,97620.18738,-2671000.0,-153000.0,929000.0,40.06,15.79999924,-35.59112549,-4.788167953,258.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.6,0.233,-0.016,-0.118,0.32361945,0.95124505,9.60071035,97618.62793,-2648000.0,-159000.0,2136000.0,40.06,15.79999924,-35.59112549,-4.788167953,258.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.6,0.248,-0.023,-0.133666667,0.326888333,0.905480683,9.67916355,97619.70011,-2659666.667,-161666.6667,1512666.667,40.06,15.7699995,-40.83156586,-3.955577612,260.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.7,0.263,-0.03,-0.149333333,0.330157217,0.859716317,9.75761675,97620.7723,-2671333.333,-164333.3333,889333.3333,40.06,15.75,-40.83156586,-3.131417751,261.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.7,0.278,-0.037,-0.165,0.3334261,0.81395195,9.83606995,97621.84448,-2683000.0,-167000.0,266000.0,40.06,15.75,-40.83156586,-3.131417751,261.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.8,0.269,-0.038333333,-0.175666667,0.330157217,0.77472535,9.803381117,97621.51489,-2683000.0,-167000.0,265000.0,40.06,15.73999977,-39.28298951,-3.543015242,262.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.8,0.26,-0.039666667,-0.186333333,0.326888333,0.73549875,9.770692283,97621.1853,-2683000.0,-167000.0,264000.0,40.06,15.72999954,-37.73441315,-3.954612732,263.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.8,0.251,-0.041,-0.197,0.32361945,0.69627215,9.73800345,97620.85571,-2683000.0,-167000.0,263000.0,40.06,15.72999954,-37.73441315,-3.954612732,263.0,0.421090871,20.7468071,-78.49746704,0,0
47:32.9,0.239,-0.044,-0.206,0.328522775,0.858081875,9.409480675,97620.224,-2692500.0,-172500.0,-251500.0,40.055,15.72999954,-37.73441315,-3.954612732,263.0,-0.331992984,26.49509621,-75.43017578,0,0
47:32.9,0.227,-0.047,-0.215,0.3334261,1.0198916,9.0809579,97619.59229,-2702000.0,-178000.0,-766000.0,40.05,15.72999954,-38.7345314,-3.080266714,265.0,-0.331992984,26.49509621,-75.43017578,0,0
47:33.0,0.199,-0.0565,-0.233,0.3334261,0.93163175,9.28689755,97620.52613,-2691000.0,-182000.0,-178000.0,40.055,15.72999954,-38.7345314,-3.080266714,265.0,-0.331992984,26.49509621,-75.43017578,0,0
47:33.0,0.171,-0.066,-0.251,0.3334261,0.8433719,9.4928372,97621.45996,-2680000.0,-186000.0,410000.0,40.06,15.73499966,-24.33214188,-3.900034308,265.5,-0.331992984,26.49509621,-75.43017578,0,0
47:33.0,0.188666667,-0.073666667,-0.254666667,0.346501633,0.869522967,9.5712904,97621.07137,-2682000.0,-186000.0,308000.0,40.05666667,15.73999977,-9.92975235,-4.719801903,266.0,-0.331992984,26.49509621,-75.43017578,0,0
47:33.1,0.206333333,-0.081333333,-0.258333333,0.359577167,0.895674033,9.6497436,97620.68278,-2684000.0,-186000.0,206000.0,40.05333333,15.73999977,-9.92975235,-4.719801903,266.0,-0.331992984,26.49509621,-75.43017578,0,0
47:33.1,0.224,-0.089,-0.262,0.3726527,0.9218251,9.7281968,97620.29419,-2686000.0,-186000.0,104000.0,40.05,15.7699995,-8.929634094,-3.74805069,268.0,-0.331992984,26.49509621,-75.43017578,0,0
47:33.2,0.213,-0.106,-0.2645,0.357942725,0.867888525,10.0420096,97618.88428,-2683000.0,-189500.0,267000.0,40.05,15.7699995,-8.929634094,-3.74805069,268.0,-0.331992984,26.49509621,-75.43017578,0,0
47:33.2,0.202,-0.123,-0.267,0.34323275,0.81395195,10.3558224,97617.47437,-2680000.0,-193000.0,430000.0,40.05,15.79999924,-12.31937408,-2.80757761,269.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.2,0.172,-0.131333333,-0.273,0.349770517,0.7256921,10.29371362,97618.96566,-2676666.667,-194000.0,608333.3333,40.05,15.79999924,-12.31937408,-2.80757761,269.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.3,0.142,-0.139666667,-0.279,0.356308283,0.63743225,10.23160483,97620.45695,-2673333.333,-195000.0,786666.6667,40.05,15.81249929,-12.31937408,-3.429943204,269.5,-1.33576858,30.57831383,-70.90107727,0,0
47:33.3,0.112,-0.148,-0.285,0.36284605,0.5491724,10.16949605,97621.94824,-2670000.0,-196000.0,965000.0,40.05,15.82499934,-12.31937408,-4.052308798,270.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.4,0.123333333,-0.152666667,-0.277,0.385728233,0.496870267,10.28063808,97622.17407,-2671666.667,-196666.6667,858666.6667,40.04666667,15.83749938,-12.31937408,-4.674674392,270.5,-1.33576858,30.57831383,-70.90107727,0,0
47:33.4,0.134666667,-0.157333333,-0.269,0.408610417,0.444568133,10.39178012,97622.3999,-2673333.333,-197333.3333,752333.3333,40.04333333,15.84999943,-12.31937408,-5.297039986,271.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.4,0.146,-0.162,-0.261,0.4314926,0.392266,10.50292215,97622.62573,-2675000.0,-198000.0,646000.0,40.04,15.89999962,-16.76883698,-4.235864639,272.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.5,0.272,-0.1795,-0.248,0.46091255,0.534462425,11.15506438,97624.8169,-2676500.0,-198000.0,569000.0,40.045,15.89999962,-16.76883698,-4.235864639,272.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.5,0.398,-0.197,-0.235,0.4903325,0.67665885,11.8072066,97627.00806,-2678000.0,-198000.0,492000.0,40.05,15.96000004,-16.76883698,-3.214771509,274.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.6,0.379,-0.205,-0.2235,0.514849125,0.642335575,11.9444997,97624.83521,-2682000.0,-204500.0,297000.0,40.045,15.97500015,-18.28966141,-3.396456897,274.25,-1.33576858,30.57831383,-70.90107727,0,0
47:33.6,0.36,-0.213,-0.212,0.53936575,0.6080123,12.0817928,97622.66235,-2686000.0,-211000.0,102000.0,40.04,15.99000025,-19.81048584,-3.578142286,274.5,-1.33576858,30.57831383,-70.90107727,0,0
47:33.6,0.298,-0.218,-0.21,0.5687857,0.728960983,12.02949067,97623.51074,-2673000.0,-212000.0,780000.0,40.04,16.02000046,-22.8521347,-3.941513062,275.0,-1.33576858,30.57831383,-70.90107727,0,0
47:33.7,0.236,-0.223,-0.208,0.59820565,0.849909667,11.97718853,97624.35913,-2660000.0,-213000.0,1458000.0,40.04,16.02000046,-22.8521347,-3.941513062,275.0,-1.100512385,37.89833832,-62.24215317,0,0
47:33.7,0.174,-0.228,-0.206,0.6276256,0.97085835,11.9248864,97625.20752,-2647000.0,-214000.0,2136000.0,40.04,16.07999992,-22.8521347,-2.920913696,277.0,-1.100512385,37.89833832,-62.24215317,0,0
47:33.8,0.114,-0.242,-0.2135,0.710982125,0.83356525,12.38579895,97627.82288,-2647000.0,-213000.0,2136000.0,40.04,16.07999992,-22.8521347,-2.920913696,277.0,-1.100512385,37.89833832,-62.24215317,0,0
47:33.8,0.054,-0.256,-0.221,0.79433865,0.69627215,12.8467115,97630.43823,-2647000.0,-212000.0,2136000.0,40.04,16.10999966,-15.38438797,-3.754250765,277.5,-1.100512385,37.89833832,-62.24215317,0,0
47:33.8,0.0585,-0.258,-0.219,0.79433865,0.769822025,12.81238823,97632.72095,-2642000.0,-209500.0,2410000.0,40.04,16.13999939,-7.916641235,-4.587587833,278.0,-1.100512385,37.89833832,-62.24215317,0,0
47:33.9,0.063,-0.26,-0.217,0.79433865,0.8433719,12.77806495,97635.00366,-2637000.0,-207000.0,2684000.0,40.04,16.13999939,-7.916641235,-4.587587833,278.0,-1.100512385,37.89833832,-62.24215317,0,0
47:33.9,0.050666667,-0.256666667,-0.218666667,0.817220833,0.938169517,12.65384738,97631.61824,-2637000.0,-206666.6667,2684000.0,40.03666667,16.19000053,-7.916641235,-3.537177563,279.0,-1.100512385,37.89833832,-62.24215317,0,0
47:34.0,0.038333333,-0.253333333,-0.220333333,0.840103017,1.032967133,12.52962982,97628.23283,-2637000.0,-206333.3333,2684000.0,40.03333333,16.19000053,-7.916641235,-3.537177563,279.0,-1.100512385,37.89833832,-62.24215317,0,0
47:34.0,0.026,-0.25,-0.222,0.8629852,1.12776475,12.40541225,97624.84741,-2637000.0,-206000.0,2684000.0,40.03,16.19000053,-7.916641235,-3.537177563,279.0,-1.100512385,37.89833832,-62.24215317,0,0
47:34.0,0.048,-0.252,-0.2275,0.83356525,1.12776475,12.23379587,97624.0448,-2642000.0,-206000.0,2410000.0,40.03,16.23999977,-24.65248108,-3.445496321,281.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.1,0.07,-0.254,-0.233,0.8041453,1.12776475,12.0621795,97623.24219,-2647000.0,-206000.0,2136000.0,40.03,16.23999977,-24.65248108,-3.445496321,281.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.1,0.064,-0.254,-0.243666667,0.830296367,1.144109167,11.97718853,97624.69483,-2643666.667,-204000.0,2318666.667,40.03,16.25999928,-24.65248108,-2.955030084,281.5,0.053682406,39.71406174,-55.94406891,0,0
47:34.2,0.058,-0.254,-0.254333333,0.856447433,1.160453583,11.89219757,97626.14746,-2640333.333,-202000.0,2501333.333,40.03,16.27999878,-24.65248108,-2.464563847,282.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.2,0.052,-0.254,-0.265,0.8825985,1.176798,11.8072066,97627.6001,-2637000.0,-200000.0,2684000.0,40.03,16.29999924,-34.70964432,-3.801607132,282.5,0.053682406,39.71406174,-55.94406891,0,0
47:34.2,0.0245,-0.2545,-0.274,0.87279185,1.191507975,12.03275955,97624.47815,-2642000.0,-199000.0,2410000.0,40.03,16.31999969,-44.76680756,-5.138650417,283.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.3,-0.003,-0.255,-0.283,0.8629852,1.20621795,12.2583125,97621.3562,-2647000.0,-198000.0,2136000.0,40.03,16.31999969,-44.76680756,-5.138650417,283.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.3,0.019,-0.254,-0.290666667,0.947976167,1.140840283,12.24523697,97623.2605,-2643666.667,-196333.3333,2318666.667,40.03,16.3599987,-45.76692581,-4.06733036,284.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.4,0.041,-0.253,-0.298333333,1.032967133,1.075462617,12.23216143,97625.16479,-2640333.333,-194666.6667,2501333.333,40.03,16.3599987,-45.76692581,-4.06733036,284.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.4,0.063,-0.252,-0.306,1.1179581,1.01008495,12.2190859,97627.06909,-2637000.0,-193000.0,2684000.0,40.03,16.3599987,-45.76692581,-4.06733036,284.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.4,0.0315,-0.256,-0.3095,1.1375714,0.907115125,12.2779258,97632.3822,-2637000.0,-192000.0,2684000.0,40.025,16.38999939,-57.06262589,-3.055321455,285.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.5,0.0,-0.26,-0.313,1.1571847,0.8041453,12.3367657,97637.69531,-2637000.0,-191000.0,2684000.0,40.02,16.38999939,-57.06262589,-3.055321455,285.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.5,-0.00875,-0.26125,-0.309,1.115506438,0.894856812,12.46180049,97637.61139,-2637000.0,-188500.0,2684000.0,40.02,16.42000008,-57.06262589,-2.9333992,286.0,0.053682406,39.71406174,-55.94406891,0,0
47:34.6,-0.0175,-0.2625,-0.305,1.073828175,0.985568325,12.58683528,97637.52746,-2637000.0,-186000.0,2684000.0,40.02,16.43000031,-65.63858986,-2.454881489,286.5,0.245275075,40.69559288,-50.3402462,0,0
47:34.6,-0.02625,-0.26375,-0.301,1.032149913,1.076279838,12.71187006,97637.44354,-2637000.0,-183500.0,2684000.0,40.02,16.44000053,-74.21455383,-1.976363778,287.0,0.436867744,41.67712402,-44.73642349,0,0
