time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.fluid_pressure,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.temperature,fault_state,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured.pitch,field.measured.roll,field.measured.yaw,field.airspeed
35:25.9,0.1485,-0.0855,-0.00425,0.4314926,0.779628675,10.87067153,97634.26361,-18500,-229750,-480250,39.9875,0,4.559999943,88.98263169,-1.960753799,104,-2.429373503,11.18704414,-77.53227997,0
35:25.9,0.145,-0.086,-0.0125,0.4118793,0.81395195,10.75789505,97634.56116,-19000,-231500,-478500,39.985,0,4.599999905,85.99043274,-2.566729546,104,-2.429373503,11.18704414,-77.53227997,0
35:26.0,0.1415,-0.0865,-0.02075,0.392266,0.848275225,10.64511858,97634.8587,-19500,-233250,-476750,39.9825,0,4.599999905,85.99043274,-2.566729546,104,-2.429373503,11.18704414,-77.53227997,0
35:26.0,0.138,-0.087,-0.029,0.3726527,0.8825985,10.5323421,97635.15625,-20000,-235000,-475000,39.98,0,4.599999905,85.99043274,-2.566729546,104,-0.855692506,17.09865952,-76.7960968,0
35:26.0,0.12,-0.099,-0.0495,0.436395925,0.916921775,10.58627868,97638.33618,-21500,-237000,-473000,39.98,0,4.634999991,85.99043274,-2.266398788,104,-0.855692506,17.09865952,-76.7960968,0
35:26.1,0.102,-0.111,-0.07,0.50013915,0.95124505,10.64021525,97641.51611,-23000,-239000,-471000,39.98,0,4.670000076,85.99043274,-1.966068029,104,-0.855692506,17.09865952,-76.7960968,0
35:26.1,0.1025,-0.0775,-0.089,0.46091255,0.887501825,10.64021525,97641.51611,-23000,-243500,-468500,39.98,0,4.730000019,87.30869293,-4.09509182,103,-0.855692506,17.09865952,-76.7960968,0
35:26.2,0.103,-0.044,-0.108,0.42168595,0.8237586,10.64021525,97641.51611,-23000,-248000,-466000,39.98,0,4.730000019,87.30869293,-4.09509182,103,-0.855692506,17.09865952,-76.7960968,0
35:26.2,0.12,-0.039333333,-0.123666667,0.4314926,0.859716317,10.48330885,97641.94743,-24333.33333,-251000,-462000,39.98,0,4.730000019,87.30869293,-4.09509182,103,-0.855692506,17.09865952,-76.7960968,0
35:26.2,0.137,-0.034666667,-0.139333333,0.44129925,0.895674033,10.32640245,97642.37874,-25666.66667,-254000,-458000,39.98,0,4.789999962,87.30869293,-3.392094612,103,-0.855692506,17.09865952,-76.7960968,0
35:26.3,0.154,-0.03,-0.155,0.4511059,0.93163175,10.16949605,97642.81006,-27000,-257000,-454000,39.98,0,4.849999905,77.76251221,-2.712409019,103,-0.855692506,17.09865952,-76.7960968,0
35:26.3,0.1595,-0.059,-0.16,0.44129925,0.9022118,10.25285258,97642.04712,-26000,-257500,-456500,39.98,0,4.849999905,77.76251221,-2.712409019,103,-0.855692506,17.09865952,-76.7960968,0
35:26.4,0.165,-0.088,-0.165,0.4314926,0.87279185,10.3362091,97641.28418,-25000,-258000,-459000,39.98,0,4.849999905,77.76251221,-2.712409019,103,-0.855692506,17.09865952,-76.7960968,0
35:26.4,0.1585,-0.0825,-0.175,0.44129925,0.8237586,10.3165958,97640.69519,-20500,-259500,-455000,39.975,0,4.849999905,77.76251221,-2.712409019,103,-0.855692506,17.09865952,-76.7960968,0
35:26.4,0.152,-0.077,-0.185,0.4511059,0.77472535,10.2969825,97640.1062,-16000,-261000,-451000,39.97,0,4.909999847,77.76251221,-3.825627565,103,-0.219261125,20.8966732,-73.43212891,0
35:26.5,0.154,-0.079666667,-0.186,0.457643667,0.800876417,10.26756255,97641.68701,-16666.66667,-264666.6667,-449666.6667,39.97,0,4.909999847,77.76251221,-3.825627565,103,-0.219261125,20.8966732,-73.43212891,0
35:26.5,0.156,-0.082333333,-0.187,0.464181433,0.827027483,10.2381426,97643.26782,-17333.33333,-268333.3333,-448333.3333,39.97,0,4.96999979,78.19652557,-3.105732203,103,-0.219261125,20.8966732,-73.43212891,0
35:26.6,0.158,-0.085,-0.188,0.4707192,0.85317855,10.20872265,97644.84863,-18000,-272000,-447000,39.97,0,4.96999979,78.19652557,-3.105732203,103,-0.219261125,20.8966732,-73.43212891,0
35:26.6,0.163,-0.1168,-0.1867,0.501119815,0.877695175,10.49409617,97643.52173,-17000,-273600,-445000,39.97,0,4.999999762,78.19652557,-4.144383789,103,-0.219261125,20.8966732,-73.43212891,0
35:26.6,0.168,-0.1486,-0.1854,0.53152043,0.9022118,10.77946968,97642.19482,-16000,-275200,-443000,39.97,0,5.029999733,78.19652557,-5.183035374,103,-0.219261125,20.8966732,-73.43212891,0
35:26.7,0.173,-0.1804,-0.1841,0.561921045,0.926728425,11.0648432,97640.86792,-15000,-276800,-441000,39.97,0,5.049999714,77.73269144,-4.910068194,103,-0.219261125,20.8966732,-73.43212891,0
35:26.7,0.178,-0.2122,-0.1828,0.59232166,0.95124505,11.35021671,97639.54101,-14000,-278400,-439000,39.97,0,5.069999695,77.26885732,-4.637101015,103,-0.219261125,20.8966732,-73.43212891,0
35:26.8,0.183,-0.244,-0.1815,0.622722275,0.975761675,11.63559023,97638.21411,-13000,-280000,-437000,39.97,0,5.089999676,76.80502319,-4.364133835,103,-0.219261125,20.8966732,-73.43212891,0
35:26.8,0.183333333,-0.248666667,-0.186333333,0.643970017,0.977396117,11.76471112,97640.8081,-12666.66667,-281333.3333,-435666.6667,39.97,0,5.139999866,76.80502319,-3.586928368,103,-0.219261125,20.8966732,-73.43212891,0
35:26.8,0.183666667,-0.253333333,-0.191166667,0.665217758,0.979030558,11.89383201,97643.4021,-12333.33333,-282666.6667,-434333.3333,39.97,0,5.139999866,76.80502319,-3.586928368,103,-0.219261125,20.8966732,-73.43212891,0
35:26.9,0.184,-0.258,-0.196,0.6864655,0.980665,12.0229529,97645.99609,-12000,-284000,-433000,39.97,0,5.159999847,78.34496688,-3.659111619,102.5,0.903517626,23.62429524,-70.07798005,0
35:26.9,0.15,-0.251,-0.1885,0.730595425,1.01008495,12.06708283,97647.47315,-13500,-288000,-430000,39.97,0,5.179999828,79.88491058,-3.73129487,102,2.026296377,26.35191727,-66.72383118,0
35:27.0,0.116,-0.244,-0.181,0.77472535,1.0395049,12.11121275,97648.9502,-15000,-292000,-427000,39.97,0,5.179999828,79.88491058,-3.73129487,102,2.026296377,26.35191727,-66.72383118,0
35:27.0,0.086,-0.2145,-0.187,0.760015375,1.034601575,12.14553603,97649.76807,-15500,-293000,-424000,39.97,0,5.199999809,80.88484192,-2.988152742,102,2.026296377,26.35191727,-66.72383118,0
35:27.0,0.056,-0.185,-0.193,0.7453054,1.02969825,12.1798593,97650.58594,-16000,-294000,-421000,39.97,0,5.199999809,80.88484192,-2.988152742,102,2.026296377,26.35191727,-66.72383118,0
35:27.1,0.02825,-0.16725,-0.19425,0.750208725,1.022343263,12.0817928,97649.44916,-17250,-294750,-422250,39.9675,0,5.204999924,83.23512268,-3.518312812,102,2.026296377,26.35191727,-66.72383118,0
35:27.1,0.0005,-0.1495,-0.1955,0.75511205,1.014988275,11.9837263,97648.31238,-18500,-295500,-423500,39.965,0,5.210000038,85.58540344,-4.048472881,102,2.026296377,26.35191727,-66.72383118,0
35:27.2,-0.02725,-0.13175,-0.19675,0.760015375,1.007633288,11.8856598,97647.1756,-19750,-296250,-424750,39.9625,0,5.210000038,85.58540344,-4.048472881,102,2.026296377,26.35191727,-66.72383118,0
35:27.2,-0.055,-0.114,-0.198,0.7649187,1.0002783,11.7875933,97646.03882,-21000,-297000,-426000,39.96,0,5.206250012,86.12651825,-3.776001006,101.875,2.191293597,26.54780102,-65.96711302,0
35:27.2,-0.037333333,-0.107666667,-0.203,0.761649817,0.9610517,11.62741802,97644.61873,-18666.66667,-296000,-424666.6667,39.96,0,5.202499986,86.66763306,-3.503529131,101.75,2.356290817,26.74368477,-65.21039486,0
35:27.3,-0.019666667,-0.101333333,-0.208,0.758380933,0.9218251,11.46724273,97643.19865,-16333.33333,-295000,-423333.3333,39.96,0,5.198749959,87.20874786,-3.231057256,101.625,2.521288037,26.93956852,-64.4536767,0
35:27.3,-0.002,-0.095,-0.213,0.75511205,0.8825985,11.30706745,97641.77856,-14000,-294000,-422000,39.96,0,5.194999933,87.74986267,-2.958585382,101.5,2.686285258,27.13545227,-63.69695855,0
35:27.4,0.047,-0.126,-0.245,0.7060788,0.8237586,11.05209455,97641.77856,-14000,-294000,-422000,39.96,0,5.190000057,89.9143219,-2.604941607,101,3.346274138,27.91898727,-60.67008591,0
35:27.4,0.041333333,-0.128666667,-0.247333333,0.712616567,0.791069767,11.10439668,97642.09594,-12666.66667,-294333.3333,-419666.6667,39.96,0,5.159999847,89.9143219,-1.932215929,101,3.346274138,27.91898727,-60.67008591,0
35:27.4,0.035666667,-0.131333333,-0.249666667,0.719154333,0.758380933,11.15669882,97642.41333,-11333.33333,-294666.6667,-417333.3333,39.96,0,5.159999847,89.9143219,-1.932215929,101,3.346274138,27.91898727,-60.67008591,0
35:27.5,0.03,-0.134,-0.252,0.7256921,0.7256921,11.20900095,97642.73071,-10000,-295000,-415000,39.96,0,5.159999847,89.9143219,-1.932215929,101,3.346274138,27.91898727,-60.67008591,0
35:27.5,0.014,-0.1115,-0.23,0.691368825,0.77472535,10.89518815,97644.12232,-8000,-298000,-415500,39.96,0,5.130000114,93.84403229,-3.814014673,101,3.346274138,27.91898727,-60.67008591,0
35:27.6,-0.002,-0.089,-0.208,0.65704555,0.8237586,10.58137535,97645.51392,-6000,-301000,-416000,39.96,0,5.130000114,93.84403229,-3.814014673,101,3.346274138,27.91898727,-60.67008591,0
35:27.6,0.006,-0.098666667,-0.208,0.67665885,0.85317855,10.85596155,97644.89339,-4000,-299666.6667,-417000,39.96,0,5.089999676,92.84410095,-3.994688272,101,3.346274138,27.91898727,-60.67008591,0
35:27.6,0.014,-0.108333333,-0.208,0.69627215,0.8825985,11.13054775,97644.27287,-2000,-298333.3333,-418000,39.96,0,5.089999676,92.84410095,-3.994688272,101,3.346274138,27.91898727,-60.67008591,0
35:27.7,0.022,-0.118,-0.208,0.71588545,0.91201845,11.40513395,97643.65234,0,-297000,-419000,39.96,0,5.089999676,92.84410095,-3.994688272,101,3.346274138,27.91898727,-60.67008591,0
35:27.7,0.029,-0.1205,-0.223,0.760015375,0.980665,11.6895268,97646.64002,0,-296000,-419000,39.955,0,5.07499981,101.1939507,-3.633515596,100.5,3.17997706,28.54081345,-57.89507485,0
35:27.8,0.036,-0.123,-0.238,0.8041453,1.04931155,11.97391965,97649.62769,0,-295000,-419000,39.95,0,5.059999943,109.5438004,-3.27234292,100,3.013679981,29.16263962,-55.12006378,0
35:27.8,0.00825,-0.1165,-0.239,0.789435325,1.04931155,11.75327003,97648.18726,2000,-296000,-418750,39.95,0,5.019999981,109.5438004,-2.595290899,100,3.013679981,29.16263962,-55.12006378,0
35:27.8,-0.0195,-0.11,-0.24,0.77472535,1.04931155,11.5326204,97646.74683,4000,-297000,-418500,39.95,0,5.00666666,108.2418111,-3.249294917,100,3.013679981,29.16263962,-55.12006378,0
35:27.9,-0.04725,-0.1035,-0.241,0.760015375,1.04931155,11.31197078,97645.3064,6000,-298000,-418250,39.95,0,4.99333334,106.9398219,-3.903298934,100,3.013679981,29.16263962,-55.12006378,0
35:27.9,-0.075,-0.097,-0.242,0.7453054,1.04931155,11.09132115,97643.86597,8000,-299000,-418000,39.95,0,4.980000019,105.6378326,-4.557302952,100,3.013679981,29.16263962,-55.12006378,0
35:28.0,-0.119,-0.047,-0.262,0.69627215,1.0198916,10.83634825,97643.86597,8000,-299000,-418000,39.95,0,4.980000019,105.6378326,-4.557302952,100,3.013679981,29.16263962,-55.12006378,0
35:28.0,-0.141,-0.032,-0.267,0.6472389,0.85317855,10.08613953,97641.71448,10000,-296000,-417000,39.95,0,4.940000057,105.6378326,-3.83319211,99,3.013679981,29.16263962,-55.12006378,0
35:28.0,-0.163,-0.017,-0.272,0.59820565,0.6864655,9.3359308,97639.56299,12000,-293000,-416000,39.95,0,4.940000057,105.6378326,-3.83319211,99,3.013679981,29.16263962,-55.12006378,0
35:28.1,-0.13475,-0.03375,-0.2735,0.600657313,0.6668522,9.362899088,97639.25324,14000,-291500,-419000,39.95,0,4.940000057,105.6378326,-3.83319211,99,3.013679981,29.16263962,-55.12006378,0
35:28.1,-0.1065,-0.0505,-0.275,0.603108975,0.6472389,9.389867375,97638.94348,16000,-290000,-422000,39.95,0,4.940000057,105.6378326,-3.83319211,99,3.013679981,29.16263962,-55.12006378,0
35:28.2,-0.07825,-0.06725,-0.2765,0.605560638,0.6276256,9.416835663,97638.63373,18000,-288500,-425000,39.95,0,4.909999847,111.4875793,-4.023638725,99,1.68746984,28.45974541,-48.83078003,0
35:28.2,-0.05,-0.084,-0.278,0.6080123,0.6080123,9.44380395,97638.32397,20000,-287000,-428000,39.95,0,4.889999866,111.4875793,-3.321939945,98,1.68746984,28.45974541,-48.83078003,0
35:28.2,-0.084,-0.148,-0.253,0.67665885,0.5295591,10.0223963,97646.09985,29000,-280000,-430000,39.94,0,4.889999866,111.4875793,-3.321939945,98,1.68746984,28.45974541,-48.83078003,0
35:28.3,-0.09,-0.147,-0.241333333,0.702809917,0.588399,10.09104285,97645.37353,29000,-278666.6667,-431333.3333,39.94,0,4.889999866,111.4875793,-3.321939945,98,1.68746984,28.45974541,-48.83078003,0
35:28.3,-0.096,-0.146,-0.229666667,0.728960983,0.6472389,10.1596894,97644.64722,29000,-277333.3333,-432666.6667,39.94,0,4.880000114,113.2748566,-2.637116909,98,1.68746984,28.45974541,-48.83078003,0
35:28.4,-0.102,-0.145,-0.218,0.75511205,0.7060788,10.22833595,97643.9209,29000,-276000,-434000,39.94,0,4.880000114,113.2748566,-2.637116909,98,1.68746984,28.45974541,-48.83078003,0
35:28.4,-0.07025,-0.15675,-0.21,0.77472535,0.750208725,10.40240399,97643.80188,29750,-273250,-435250,39.94,0,4.876666705,113.2748566,-2.988774856,97.66666667,1.68746984,28.45974541,-48.83078003,0
35:28.4,-0.0385,-0.1685,-0.202,0.79433865,0.79433865,10.57647203,97643.68286,30500,-270500,-436500,39.94,0,4.873333295,113.2748566,-3.340432803,97.33333333,1.68746984,28.45974541,-48.83078003,0
35:28.5,-0.00675,-0.18025,-0.194,0.81395195,0.838468575,10.75054006,97643.56384,31250,-267750,-437750,39.94,0,4.869999886,113.2748566,-3.69209075,97,1.68746984,28.45974541,-48.83078003,0
35:28.5,0.025,-0.192,-0.186,0.83356525,0.8825985,10.9246081,97643.44482,32000,-265000,-439000,39.94,0,4.875,113.3344651,-3.345015884,97,1.862642467,28.0296259,-45.6706276,0
35:28.6,0.015,-0.232,-0.194,0.8433719,0.784532,11.24822755,97643.44482,32000,-265000,-439000,39.94,0,4.880000114,113.3940735,-2.997941017,97,2.037815094,27.59950638,-42.51047516,0
35:28.6,0.002,-0.2285,-0.1845,0.8433719,0.838468575,11.59636363,97644.97986,31000,-264000,-441000,39.94,0,4.880000114,113.3940735,-2.997941017,97,2.037815094,27.59950638,-42.51047516,0
35:28.6,-0.011,-0.225,-0.175,0.8433719,0.89240515,11.9444997,97646.51489,30000,-263000,-443000,39.94,0,4.880000114,113.3940735,-4.042679787,96,2.037815094,27.59950638,-42.51047516,0
35:28.7,-0.028666667,-0.193,-0.166,0.87279185,0.8825985,11.964113,97645.20467,30333.33333,-262666.6667,-442000,39.94,0,4.880000114,113.3940735,-4.042679787,96,2.037815094,27.59950638,-42.51047516,0
35:28.7,-0.046333333,-0.161,-0.157,0.9022118,0.87279185,11.9837263,97643.89445,30666.66667,-262333.3333,-441000,39.94,0,4.869999886,105.3633728,-3.339553595,96,2.037815094,27.59950638,-42.51047516,0
35:28.8,-0.064,-0.129,-0.148,0.93163175,0.8629852,12.0033396,97642.58423,31000,-262000,-440000,39.94,0,4.863333226,105.3633728,-3.669443925,95.66666667,2.303338329,27.61580849,-41.78214328,0
35:28.8,-0.069,-0.126666667,-0.141333333,0.89240515,0.87279185,11.76798,97639.02385,28333.33333,-262333.3333,-441000,39.93666667,0,4.856666565,105.3633728,-3.999334256,95.33333333,2.568861564,27.6321106,-41.05381139,0
35:28.8,-0.074,-0.124333333,-0.134666667,0.85317855,0.8825985,11.5326204,97635.46346,25666.66667,-262666.6667,-442000,39.93333333,0,4.849999905,105.3633728,-4.329224586,95,2.834384799,27.64841271,-40.32547951,0
35:28.9,-0.079,-0.122,-0.128,0.81395195,0.89240515,11.2972608,97631.90308,23000,-263000,-443000,39.93,0,4.8349998,110.2252045,-3.983887076,95,3.232669652,27.67286587,-39.23298169,0
35:28.9,-0.032666667,-0.088666667,-0.138,0.77472535,0.908749567,10.6892485,97634.28955,23000,-260333.3333,-444333.3333,39.93,0,4.819999695,115.0870361,-3.638549566,95,3.630954504,27.69731903,-38.14048386,0
35:29.0,0.013666667,-0.055333333,-0.148,0.73549875,0.925093983,10.0812362,97636.67603,23000,-257666.6667,-445666.6667,39.93,0,4.819999695,115.0870361,-3.638549566,95,3.630954504,27.69731903,-38.14048386,0
35:29.0,0.06,-0.022,-0.158,0.69627215,0.9414384,9.4732239,97639.0625,23000,-255000,-447000,39.93,0,4.819999695,115.0870361,-3.638549566,95,3.630954504,27.69731903,-38.14048386,0
35:29.0,0.04,-0.033,-0.1665,0.642335575,0.99047165,9.076054575,97639.0625,23000,-255000,-447000,39.93,0,4.779999733,115.0870361,-3.747460365,94,3.630954504,27.69731903,-38.14048386,0
35:29.1,0.02,-0.044,-0.175,0.588399,1.0395049,8.67888525,97639.0625,23000,-255000,-447000,39.93,0,4.764999867,119.1649475,-3.420408726,94,3.630954504,27.69731903,-38.14048386,0
35:29.1,-0.023,-0.082,-0.195,0.632528925,0.995374975,9.0613446,97641.36963,24500,-255500,-449000,39.93,0,4.75,123.2428589,-3.093357086,94,3.630954504,27.69731903,-38.14048386,0
35:29.2,-0.066,-0.12,-0.215,0.67665885,0.95124505,9.44380395,97643.67676,26000,-256000,-451000,39.93,0,4.74333334,123.2428589,-3.343421062,93.66666667,3.630954504,27.69731903,-38.14048386,0
35:29.2,-0.088,-0.13425,-0.2275,0.703627138,0.936535075,9.823811638,97642.63001,27250,-256000,-450000,39.93,0,4.736666679,123.2428589,-3.593485037,93.33333333,3.630954504,27.69731903,-38.14048386,0
35:29.2,-0.11,-0.1485,-0.24,0.730595425,0.9218251,10.20381933,97641.58326,28500,-256000,-449000,39.93,0,4.730000019,123.2428589,-3.843549013,93,3.630954504,27.69731903,-38.14048386,0
35:29.3,-0.132,-0.16275,-0.2525,0.757563713,0.907115125,10.58382701,97640.5365,29750,-256000,-448000,39.93,0,4.730000019,123.2428589,-3.843549013,93,3.560839415,27.74586105,-33.87824631,0
35:29.3,-0.154,-0.177,-0.265,0.784532,0.89240515,10.9638347,97639.48975,31000,-256000,-447000,39.93,0,4.71999979,129.5800171,-3.179109812,92,3.560839415,27.74586105,-33.87824631,0
35:29.4,-0.03,-0.166,-0.258,0.9022118,0.9218251,11.87585315,97639.48975,28000,-248000,-458000,39.93,0,4.71999979,129.5800171,-3.179109812,92,3.560839415,27.74586105,-33.87824631,0
35:29.4,-0.0035,-0.1605,-0.252,0.867888525,0.848275225,11.375714,97639.80713,29500,-244500,-458000,39.93,0,4.71999979,129.5800171,-2.539811134,92,3.560839415,27.74586105,-33.87824631,0
35:29.4,0.023,-0.155,-0.246,0.83356525,0.77472535,10.87557485,97640.12451,31000,-241000,-458000,39.93,0,4.71999979,129.5800171,-2.539811134,92,3.560839415,27.74586105,-33.87824631,0
35:29.5,0.053,-0.161666667,-0.243333333,0.885867383,0.738767633,11.02921237,97640.62907,32000,-240333.3333,-460000,39.93,0,4.714999914,128.924942,-2.808289051,91.5,3.560839415,27.74586105,-33.87824631,0
35:29.5,0.083,-0.168333333,-0.240666667,0.938169517,0.702809917,11.18284988,97641.13362,33000,-239666.6667,-462000,39.93,0,4.710000038,128.2698669,-3.076766968,91,3.560839415,27.74586105,-33.87824631,0
35:29.6,0.113,-0.175,-0.238,0.99047165,0.6668522,11.3364874,97641.63818,34000,-239000,-464000,39.93,0,4.710000038,128.2698669,-3.076766968,91,3.560839415,27.74586105,-33.87824631,0
35:29.6,0.090666667,-0.169,-0.224333333,0.987202767,0.7256921,11.28418527,97641.08276,33000,-239333.3333,-461666.6667,39.92666667,0,4.710000038,128.2698669,-3.076766968,91,3.560839415,27.74586105,-33.87824631,0
35:29.6,0.068333333,-0.163,-0.210666667,0.983933883,0.784532,11.23188313,97640.52734,32000,-239666.6667,-459333.3333,39.92333333,0,4.690000057,129.2697906,-2.471630335,91,3.560839415,27.74586105,-33.87824631,0
35:29.7,0.046,-0.157,-0.197,0.980665,0.8433719,11.179581,97639.97192,31000,-240000,-457000,39.92,0,4.684999942,132.7984848,-2.835156679,90.5,3.953422189,28.51354313,-29.99774838,0
35:29.7,0.007,-0.1355,-0.189,0.99047165,0.83356525,11.16487103,97638.65662,32000,-240500,-458500,39.92,0,4.679999828,136.327179,-3.198683023,90,4.346004963,29.2812252,-26.11725044,0
35:29.8,-0.032,-0.114,-0.181,1.0002783,0.8237586,11.15016105,97637.34131,33000,-241000,-460000,39.92,0,4.679999828,136.327179,-3.198683023,90,4.346004963,29.2812252,-26.11725044,0
35:29.8,-0.004333333,-0.121,-0.179333333,1.016622717,0.876060733,11.18284988,97636.06771,32000,-243000,-459333.3333,39.92,0,4.659999847,136.327179,-2.62127614,89,4.346004963,29.2812252,-26.11725044,0
35:29.8,0.023333333,-0.128,-0.177666667,1.032967133,0.928362867,11.21553872,97634.79411,31000,-245000,-458666.6667,39.92,0,4.659999847,136.327179,-2.62127614,89,4.346004963,29.2812252,-26.11725044,0
35:29.9,0.051,-0.135,-0.176,1.04931155,0.980665,11.24822755,97633.52051,30000,-247000,-458000,39.92,0,4.659999847,136.327179,-2.62127614,89,4.346004963,29.2812252,-26.11725044,0
35:29.9,-0.0035,-0.1355,-0.172,1.0591182,1.014988275,11.15016105,97633.48694,31500,-244000,-458000,39.92,0,4.630000114,136.327179,-2.086489677,88,4.346004963,29.2812252,-26.11725044,0
35:30.0,-0.058,-0.136,-0.168,1.06892485,1.04931155,11.05209455,97633.45337,33000,-241000,-458000,39.92,0,4.630000114,136.327179,-2.086489677,88,4.346004963,29.2812252,-26.11725044,0
35:30.0,-0.128333333,-0.128333333,-0.169333333,1.04931155,1.055849317,10.84942378,97635.14811,33333.33333,-239666.6667,-459333.3333,39.92,0,4.589999676,144.2977905,-1.888327956,88,4.346004963,29.2812252,-26.11725044,0
35:30.0,-0.198666667,-0.120666667,-0.170666667,1.02969825,1.062387083,10.64675302,97636.84286,33666.66667,-238333.3333,-460666.6667,39.92,0,4.589999676,144.2977905,-1.888327956,88,4.578891039,29.54410934,-23.96388817,0
35:30.1,-0.269,-0.113,-0.172,1.01008495,1.06892485,10.44408225,97638.5376,34000,-237000,-462000,39.92,0,4.589999676,144.2977905,-1.888327956,88,4.811777115,29.80699348,-21.81052589,0
35:30.1,-0.279333333,-0.102,-0.175666667,1.013353833,1.104882567,10.42120007,97636.40747,31333.33333,-236666.6667,-463333.3333,39.91666667,0,4.549999714,143.8025513,-1.425067186,87,4.811777115,29.80699348,-21.81052589,0
35:30.2,-0.289666667,-0.091,-0.179333333,1.016622717,1.140840283,10.39831788,97634.27735,28666.66667,-236333.3333,-464666.6667,39.91333333,0,4.549999714,143.8025513,-1.425067186,87,4.811777115,29.80699348,-21.81052589,0
35:30.2,-0.3,-0.08,-0.183,1.0198916,1.176798,10.3754357,97632.14722,26000,-236000,-466000,39.91,0,4.549999714,143.8025513,-1.425067186,87,4.811777115,29.80699348,-21.81052589,0
35:30.2,-0.284,-0.053333333,-0.196333333,0.987202767,1.173529117,10.25448702,97632.14722,26333.33333,-232333.3333,-465666.6667,39.91,0,4.509999752,143.8025513,-1.369772196,86,4.811777115,29.80699348,-21.81052589,0
35:30.3,-0.268,-0.026666667,-0.209666667,0.954513933,1.170260233,10.13353833,97632.14722,26666.66667,-228666.6667,-465333.3333,39.91,0,4.499999762,141.7053719,-1.268513307,85.75,4.811777115,29.80699348,-21.81052589,0
35:30.3,-0.252,-2.73E-17,-0.223,0.9218251,1.16699135,10.01258965,97632.14722,27000,-225000,-465000,39.91,0,4.489999771,139.6081925,-1.167254418,85.5,4.811777115,29.80699348,-21.81052589,0
35:30.4,-0.182,-0.013,-0.254,0.9218251,0.97085835,10.16949605,97632.82471,33000,-213000,-477000,39.91,0,4.46999979,135.4138336,-0.96473664,85,4.811777115,29.80699348,-21.81052589,0
35:30.4,-0.149666667,-0.005,-0.244,0.918556217,0.967589467,10.14661387,97632.54598,33000,-209000,-478666.6667,39.91,0,4.429999828,135.4138336,-0.576859236,85,4.811777115,29.80699348,-21.81052589,0
35:30.4,-0.117333333,0.003,-0.234,0.915287333,0.964320583,10.12373168,97632.26726,33000,-205000,-480333.3333,39.91,0,4.429999828,135.4138336,-0.576859236,85,4.811777115,29.80699348,-21.81052589,0
35:30.5,-0.085,0.011,-0.224,0.91201845,0.9610517,10.1008495,97631.98853,33000,-201000,-482000,39.91,0,4.414999962,137.4041977,-0.484994442,84.5,4.106482029,27.34627819,-18.96616173,0
35:30.5,-0.0895,0.0265,-0.226,0.858081875,0.87279185,9.723293475,97630.18494,37000,-197000,-484500,39.91,0,4.400000095,139.3945618,-0.393129647,84,3.401186943,24.8855629,-16.12179756,0
35:30.6,-0.094,0.042,-0.228,0.8041453,0.784532,9.34573745,97628.38135,41000,-193000,-487000,39.91,0,4.400000095,139.3945618,-0.393129647,84,3.401186943,24.8855629,-16.12179756,0
35:30.6,-0.1705,0.013,-0.2035,0.779628675,0.79433865,8.8063717,97630.31311,43500,-191500,-488000,39.905,0,4.369999886,140.3945007,-0.056412134,83,3.401186943,24.8855629,-16.12179756,0
35:30.6,-0.247,-0.016,-0.179,0.75511205,0.8041453,8.26700595,97632.24487,46000,-190000,-489000,39.9,0,4.369999886,140.3945007,-0.056412134,83,3.401186943,24.8855629,-16.12179756,0
35:30.7,-0.239,-0.039666667,-0.187,0.77472535,0.758380933,8.63965865,97630.81868,46666.66667,-186666.6667,-491000,39.9,0,4.366666635,140.3945007,0.038471115,82.66666667,3.401186943,24.8855629,-16.12179756,0
35:30.7,-0.231,-0.063333333,-0.195,0.79433865,0.712616567,9.01231135,97629.3925,47333.33333,-183333.3333,-493000,39.9,0,4.363333385,140.3945007,0.133354365,82.33333333,3.401186943,24.8855629,-16.12179756,0
35:30.8,-0.223,-0.087,-0.203,0.81395195,0.6668522,9.38496405,97627.96631,48000,-180000,-495000,39.9,0,4.360000134,140.3945007,0.228237614,82,3.401186943,24.8855629,-16.12179756,0
35:30.8,-0.237,-0.072333333,-0.199666667,0.810683067,0.6864655,9.40457735,97630.2063,49333.33333,-175333.3333,-494666.6667,39.90333333,0,4.360000134,142.7185059,0.507194698,81,3.401186943,24.8855629,-16.12179756,0
35:30.8,-0.251,-0.057666667,-0.196333333,0.807414183,0.7060788,9.42419065,97632.44629,50666.66667,-170666.6667,-494333.3333,39.90666667,0,4.360000134,142.7185059,0.507194698,81,3.401186943,24.8855629,-16.12179756,0
35:30.9,-0.265,-0.043,-0.193,0.8041453,0.7256921,9.44380395,97634.68628,52000,-166000,-494000,39.91,0,4.366666794,142.7185059,0.594544868,80.66666667,3.401186943,24.8855629,-16.12179756,0
35:30.9,-0.250333333,-0.042666667,-0.190666667,0.827027483,0.71588545,9.574559283,97633.77279,51333.33333,-161666.6667,-498666.6667,39.90666667,0,4.373333454,142.7185059,0.681895037,80.33333333,3.401186943,24.8855629,-16.12179756,0
