time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
11:35.4,0.036,-0.101,0.055,-0.44129925,0.10787315,11.13054775,62000,637000,-659000,98599.98779,28.89,26.55999947,-90.001297,3.482691526,489,-5.365043044,-1.654256506,2.412890822,0,0
11:35.4,-0.0275,-0.071,0.058,-0.3530394,0.171616375,11.1011278,58500,639500,-659000,98599.9054,28.89,26.55999947,-90.001297,3.482691526,489,-5.079291105,-1.128950444,2.064158261,0,0
11:35.4,-0.091,-0.041,0.061,-0.26477955,0.2353596,11.07170785,55000,642000,-659000,98599.823,28.89,26.63999939,-90.001297,3.465785265,489,-4.793539167,-0.603644381,1.7154257,0,0
11:35.5,-0.054,-0.046,0.053,-0.289296175,0.112776475,10.65492523,52500,654500,-665500,98601.60218,28.885,26.71999931,-90.001297,3.448879004,489,-4.507787228,-0.078338318,1.366693139,0,0
11:35.5,-0.017,-0.051,0.045,-0.3138128,-0.00980665,10.2381426,50000,667000,-672000,98603.38135,28.88,26.87999916,-91.065979,3.406611443,489,-4.507787228,-0.078338318,1.366693139,0,0
11:35.6,-0.004,-0.048333333,0.051,-0.3530394,0.143830867,10.04527848,49666.66667,669000,-669666.6667,98603.79028,28.88,26.87999916,-91.065979,3.406611443,489,-4.507787228,-0.078338318,1.366693139,0,0
11:35.6,0.009,-0.045666667,0.057,-0.392266,0.297468383,9.852414367,49333.33333,671000,-667333.3333,98604.19922,28.88,26.87999916,-91.065979,3.406611443,489,-4.507787228,-0.078338318,1.366693139,0,0
11:35.6,0.022,-0.043,0.063,-0.4314926,0.4511059,9.65955025,49000,673000,-665000,98604.60815,28.88,27.03999901,-91.065979,3.37279892,489,-4.507787228,-0.078338318,1.366693139,0,0
11:35.7,0.037666667,-0.041333333,0.060333333,-0.438030367,0.496870267,9.54187045,45333.33333,682000,-669333.3333,98606.77693,28.88,27.03999901,-91.065979,3.37279892,489,-4.507787228,-0.078338318,1.366693139,0,0
11:35.7,0.053333333,-0.039666667,0.057666667,-0.444568133,0.542634633,9.42419065,41666.66667,691000,-673666.6667,98608.94572,28.88,27.18999863,-90.88821411,3.338984489,489,-3.657004595,-0.75104636,0.217189148,0,0
11:35.8,0.069,-0.038,0.055,-0.4511059,0.588399,9.30651085,38000,700000,-678000,98611.1145,28.88,27.18999863,-90.88821411,3.338984489,489,-3.657004595,-0.75104636,0.217189148,0,0
11:35.8,0.099,-0.032,0.012,-0.1569064,0.38245935,9.414384,25000,728000,-694000,98612.41455,28.88,27.18999863,-90.88821411,3.338984489,489,-3.657004595,-0.75104636,0.217189148,0,0
11:35.8,0.066,-0.04,-1.73E-18,-0.183057467,0.434761483,9.87529655,25000,725666.6667,-693333.3333,98612.34334,28.88,27.3599987,-90.88821411,3.322078228,489,-3.657004595,-0.75104636,0.217189148,0,0
11:35.9,0.033,-0.048,-0.012,-0.209208533,0.487063617,10.3362091,25000,723333.3333,-692666.6667,98612.27214,28.88,27.3599987,-90.88821411,3.322078228,489,-3.657004595,-0.75104636,0.217189148,0,0
11:35.9,0,-0.056,-0.024,-0.2353596,0.53936575,10.79712165,25000,721000,-692000,98612.20093,28.88,27.3599987,-90.88821411,3.322078228,489,-3.657004595,-0.75104636,0.217189148,0,0
11:36.0,0.012666667,-0.045666667,-0.033666667,-0.163444167,0.398803767,10.74155063,18333.33333,739666.6667,-697333.3333,98613.73495,28.88,27.52999878,-93.88313293,3.296717405,489,-3.657004595,-0.75104636,0.217189148,0,0
11:36.0,0.025333333,-0.035333333,-0.043333333,-0.091528733,0.258241783,10.68597962,11666.66667,758333.3333,-702666.6667,98615.26896,28.88,27.52999878,-93.88313293,3.296717405,489,-3.657004595,-0.75104636,0.217189148,0,0
11:36.0,0.038,-0.025,-0.053,-0.0196133,0.1176798,10.6304086,5000,777000,-708000,98616.80298,28.88,27.61499882,-93.88313293,3.29249084,489,-3.657004595,-0.75104636,0.217189148,0,0
11:36.1,0.0435,-0.0305,-0.05,-0.12748645,0.20593965,10.42446895,2000,797000,-713500,98618.84156,28.88,27.69999886,-93.88313293,3.288264275,489,-3.657004595,-0.75104636,0.217189148,0,0
11:36.1,0.049,-0.036,-0.047,-0.2353596,0.2941995,10.2185293,-1000,817000,-719000,98620.88013,28.88,27.77999878,-93.92986298,3.28403771,489.5,-3.657004595,-0.75104636,0.217189148,0,0
11:36.2,0.027,-0.047,-0.029,-0.238628483,0.418417067,10.62713972,-1000,814666.6667,-717333.3333,98620.85978,28.88,27.8599987,-93.97659302,3.279811144,490,-3.657004595,-0.75104636,0.217189148,0,0
11:36.2,0.005,-0.058,-0.011,-0.241897367,0.542634633,11.03575013,-1000,812333.3333,-715666.6667,98620.83944,28.88,27.8599987,-93.97659302,3.279811144,490,-3.657004595,-0.75104636,0.217189148,0,0
11:36.2,-0.017,-0.069,0.007,-0.24516625,0.6668522,11.44436055,-1000,810000,-714000,98620.81909,28.88,27.8599987,-93.97659302,3.279811144,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.3,-0.045666667,-0.085,-0.010666667,-0.153637517,0.6276256,11.95103747,-5333.333333,888666.6667,-724000,98622.45483,28.87666667,28.01000023,-93.97659302,3.271355629,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.3,-0.074333333,-0.101,-0.028333333,-0.062108783,0.588399,12.45771438,-9666.666667,967333.3333,-734000,98624.09058,28.87333333,28.07499981,-95.08237839,3.267129064,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.4,-0.103,-0.117,-0.046,0.02941995,0.5491724,12.9643913,-14000,1046000,-744000,98625.72632,28.87,28.13999939,-96.18816376,3.262902498,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.4,-0.0135,-0.074,-0.0555,0.014709975,0.465815875,11.82191658,-19000,945500,-737500,98625.74463,28.87,28.19999981,-96.18816376,3.262901902,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.4,0.076,-0.031,-0.065,0,0.38245935,10.67944185,-24000,845000,-731000,98625.76294,28.87,28.26000023,-96.18816376,3.262901306,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.5,0.113,-0.054,-0.05,-0.08825985,0.495235825,10.89518815,-34000,966500,-743500,98624.14551,28.87,28.26000023,-96.18816376,3.262901306,490,-2.43347311,0.558342099,0.517631173,0,0
11:36.5,0.15,-0.077,-0.035,-0.1765197,0.6080123,11.11093445,-44000,1088000,-756000,98622.52808,28.87,28.3599987,-98.46172333,3.271354198,490,-1.124943018,-0.49377504,0.906662345,0,0
11:36.6,0.138666667,-0.085333333,-0.031,-0.1176798,0.516483567,11.45089832,-39333.33333,1084666.667,-754333.3333,98624.10482,28.87,28.3599987,-98.46172333,3.271354198,490,-1.124943018,-0.49377504,0.906662345,0,0
11:36.6,0.127333333,-0.093666667,-0.027,-0.0588399,0.424954833,11.79086218,-34666.66667,1081333.333,-752666.6667,98625.68156,28.87,28.3599987,-98.46172333,3.271354198,490,-1.124943018,-0.49377504,0.906662345,0,0
11:36.6,0.116,-0.102,-0.023,0,0.3334261,12.13082605,-30000,1078000,-751000,98627.2583,28.87,28.39999867,-98.46172333,3.275580883,490,-1.124943018,-0.49377504,0.906662345,0,0
11:36.7,0.113666667,-0.096,-0.021,-0.052302133,0.454374783,12.02622178,-38666.66667,889333.3333,-743666.6667,98628.23893,28.87,28.43999863,-98.46172333,3.279807568,490,-1.124943018,-0.49377504,0.906662345,0,0
11:36.7,0.111333333,-0.09,-0.019,-0.104604267,0.575323467,11.92161752,-47333.33333,700666.6667,-736333.3333,98629.21957,28.87,28.51000023,-90.11688232,3.296712399,491,-1.124943018,-0.49377504,0.906662345,0,0
11:36.8,0.109,-0.084,-0.017,-0.1569064,0.69627215,11.81701325,-56000,512000,-729000,98630.2002,28.87,28.51000023,-90.11688232,3.296712399,491,-1.124943018,-0.49377504,0.906662345,0,0
11:36.8,0.056,-0.0745,-0.016,-0.210842975,0.907115125,12.40541225,-55500,882500,-751000,98630.33753,28.87,28.51000023,-90.11688232,3.296712399,491,-1.124943018,-0.49377504,0.906662345,0,0
11:36.8,0.003,-0.065,-0.015,-0.26477955,1.1179581,12.99381125,-55000,1253000,-773000,98630.47485,28.87,28.52999974,-90.11688232,3.309392095,491,-0.245974362,0.540361687,1.0744133,0,0
11:36.9,-0.0415,-0.083,-0.0395,-0.053936575,0.691368825,13.4939504,-53000,1163500,-768500,98630.27649,28.87,28.54999924,-90.11688232,3.322071791,491,0.632994294,1.574498415,1.242164254,0,0
11:36.9,-0.086,-0.101,-0.064,0.1569064,0.26477955,13.99408955,-51000,1074000,-764000,98630.07813,28.87,28.54999924,-90.11688232,3.322071791,491,0.632994294,1.574498415,1.242164254,0,0
11:37.0,-0.137333333,-0.096666667,-0.058333333,0.160175283,0.366114933,13.5724036,-51333.33333,1143000,-767333.3333,98631.52873,28.86666667,28.56499958,-90.14062882,3.334750414,491,0.632994294,1.574498415,1.242164254,0,0
11:37.0,-0.188666667,-0.092333333,-0.052666667,0.163444167,0.467450317,13.15071765,-51666.66667,1212000,-770666.6667,98632.97933,28.86333333,28.57999992,-90.16437531,3.347429037,491,0.632994294,1.574498415,1.242164254,0,0
11:37.0,-0.24,-0.088,-0.047,0.16671305,0.5687857,12.7290317,-52000,1281000,-774000,98634.42993,28.86,28.57499981,-90.16437531,3.364335299,491,0.632994294,1.574498415,1.242164254,0,0
11:37.1,-0.1865,-0.0895,-0.0345,0.1765197,0.3530394,13.2978174,-57500,1204000,-767000,98631.39038,28.86,28.56999969,-90.16437531,3.38124156,491,0.632994294,1.574498415,1.242164254,0,0
11:37.1,-0.133,-0.091,-0.022,0.18632635,0.1372931,13.8666031,-63000,1127000,-760000,98628.35083,28.86,28.52999878,-77.09903717,3.415053844,492,0.632994294,1.574498415,1.242164254,0,0
11:37.2,-0.121333333,-0.075333333,-0.015333333,0.2941995,0.114410917,12.91862693,-83000,689666.6667,-743666.6667,98628.85539,28.86,28.52999878,-77.09903717,3.415053844,492,0.632994294,1.574498415,1.242164254,0,0
11:37.2,-0.109666667,-0.059666667,-0.008666667,0.40207265,0.091528733,11.97065077,-103000,252333.3333,-727333.3333,98629.35994,28.86,28.52999878,-77.09903717,3.415053844,492,0.632994294,1.574498415,1.242164254,0,0
11:37.2,-0.098,-0.044,-0.002,0.5099458,0.06864655,11.0226746,-123000,-185000,-711000,98629.8645,28.86,28.49499893,-77.09903717,3.436185956,492,0.632994294,1.574498415,1.242164254,0,0
11:37.3,-0.147333333,-0.029,0.030666667,0.356308283,0.212477417,10.54541763,-113666.6667,53333.33333,-722666.6667,98629.55119,28.86,28.45999908,-77.09903717,3.457318068,492,0.632994294,1.574498415,1.242164254,0,0
11:37.3,-0.196666667,-0.014,0.063333333,0.202670767,0.356308283,10.06816067,-104333.3333,291666.6667,-734333.3333,98629.23787,28.86,28.40999889,-67.85755158,3.478450776,492,1.143813044,0.395960629,1.24408415,0,0
11:37.4,-0.246,0.001,0.096,0.04903325,0.50013915,9.5909037,-95000,530000,-746000,98628.92456,28.86,28.3599987,-58.61606598,3.499583483,492,1.654631794,-0.782577157,1.246004045,0,0
11:37.4,-0.1205,-0.0105,0.0835,0.201036325,0.38245935,10.7088618,-79000,797500,-746000,98626.98364,28.86,28.31499863,-58.61606598,3.52916801,492,2.165450543,-1.961114943,1.24792394,0,0
11:37.4,0.005,-0.022,0.071,0.3530394,0.26477955,11.8268199,-63000,1065000,-746000,98625.04272,28.86,28.26999855,-58.61606598,3.558752537,492,2.676269293,-3.139652729,1.249843836,0,0
11:37.5,0.022333333,-0.013,0.061666667,0.3334261,0.339963867,11.6110736,-64333.33333,1008666.667,-744666.6667,98625.67545,28.86,28.26999855,-58.61606598,3.558752537,492,2.676269293,-3.139652729,1.249843836,0,0
11:37.5,0.039666667,-0.004,0.052333333,0.3138128,0.415148183,11.3953273,-65666.66667,952333.3333,-743333.3333,98626.30819,28.86,28.21999932,-57.73973465,3.596791506,492.5,2.676269293,-3.139652729,1.249843836,0,0
11:37.6,0.057,0.005,0.043,0.2941995,0.4903325,11.179581,-67000,896000,-742000,98626.94092,28.86,28.17000008,-56.86340332,3.634830475,493,2.676269293,-3.139652729,1.249843836,0,0
11:37.6,0.0755,0.0135,0.02,0.1765197,0.6276256,10.45879223,-58000,964500,-739000,98624.91761,28.86,28.11499978,-56.86340332,3.67709601,493,2.676269293,-3.139652729,1.249843836,0,0
11:37.6,0.094,0.022,-0.003,0.0588399,0.7649187,9.73800345,-49000,1033000,-736000,98622.89429,28.86,28.05999947,-56.86340332,3.719361544,493,2.676269293,-3.139652729,1.249843836,0,0
11:37.7,0.239,0.032666667,-0.030333333,0.124217567,0.719154333,9.58109705,-49000,974666.6667,-734666.6667,98620.43457,28.85666667,28.05999947,-56.86340332,3.719361544,493,2.676269293,-3.139652729,1.249843836,0,0
11:37.7,0.384,0.043333333,-0.057666667,0.189595233,0.673389967,9.42419065,-49000,916333.3333,-733333.3333,98617.97486,28.85333333,28.00499917,-52.91757584,3.770079136,493,2.616660953,-2.691192508,0.728887134,0,0
11:37.8,0.529,0.054,-0.085,0.2549729,0.6276256,9.26728425,-49000,858000,-732000,98615.51514,28.85,27.94999886,-48.97174835,3.820796728,493,2.557052612,-2.242732286,0.207930431,0,0
11:37.8,0.872,0.091,-0.134,0.36284605,0.4118793,7.9826131,-50000,1024000,-744000,98617.7063,28.85,27.94999886,-48.97174835,3.820796728,493,2.557052612,-2.242732286,0.207930431,0,0
11:37.8,1.049,0.095,-0.167333333,0.287661733,-0.094797617,7.142510083,-46000,923000,-735333.3333,98616.68091,28.85,27.89499951,-48.97174835,3.87574184,493.5,2.557052612,-2.242732286,0.207930431,0,0
11:37.9,1.226,0.099,-0.200666667,0.212477417,-0.601474533,6.302407067,-42000,822000,-726666.6667,98615.65552,28.85,27.84000015,-48.97174835,3.930686951,494,2.557052612,-2.242732286,0.207930431,0,0
11:37.9,1.403,0.103,-0.234,0.1372931,-1.10815145,5.46230405,-38000,721000,-718000,98614.63013,28.85,27.84000015,-48.97174835,3.930686951,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.0,1.239,0.0865,-0.1215,0.112776475,-1.358221025,6.56064885,-30500,708500,-715500,98614.86512,28.85,27.76000023,-42.36450195,4.040574551,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.0,1.075,0.07,-0.009,0.08825985,-1.6082906,7.65899365,-23000,696000,-713000,98615.1001,28.85,27.76000023,-42.36450195,4.040574551,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.0,0.9035,0.052,0.0875,0.178971363,-1.238089563,8.5317855,-23500,689250,-711750,98614.49433,28.85,27.70999908,-42.36450195,4.133558273,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.1,0.732,0.034,0.184,0.269682875,-0.867888525,9.40457735,-24000,682500,-710500,98613.88855,28.85,27.70999908,-42.36450195,4.133558273,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.1,0.5605,0.016,0.2805,0.360394388,-0.497687487,10.2773692,-24500,675750,-709250,98613.28278,28.85,27.70499897,-37.55130768,4.154690981,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.2,0.389,-0.002,0.377,0.4511059,-0.12748645,11.15016105,-25000,669000,-708000,98612.677,28.85,27.69999886,-32.7381134,4.175823689,494,2.557052612,-2.242732286,0.207930431,0,0
11:38.2,0.1795,-0.046,0.4095,0.5099458,0.495235825,12.18966595,-41500,672000,-719000,98613.22937,28.85,27.69999886,-32.7381134,4.167369843,495,2.557052612,-2.242732286,0.207930431,0,0
11:38.2,-0.03,-0.09,0.442,0.5687857,1.1179581,13.22917085,-58000,675000,-730000,98613.78174,28.85,27.69999886,-32.7381134,4.167369843,495,2.50436914,10.04851282,-0.54516805,0,0
11:38.3,-0.291,-0.0885,0.399,0.652142225,1.38273765,13.24388083,-51000,825000,-739500,98613.71155,28.85,27.69999886,-32.7381134,4.167369843,495,2.451685667,22.33975792,-1.29826653,0,0
11:38.3,-0.552,-0.087,0.356,0.73549875,1.6475172,13.2585908,-44000,975000,-749000,98613.64136,28.85,27.67000008,-31.19411469,4.116651535,495,2.451685667,22.33975792,-1.29826653,0,0
11:38.4,-0.591,-0.0365,0.27,0.7060788,1.8436502,12.7094184,-59000,839000,-742500,98615.16419,28.845,27.67000008,-31.19411469,4.116651535,495,2.451685667,22.33975792,-1.29826653,0,0
11:38.4,-0.63,0.014,0.184,0.67665885,2.0397832,12.160246,-74000,703000,-736000,98616.68701,28.84,27.67000008,-31.19411469,4.116651535,495,2.451685667,22.33975792,-1.29826653,0,0
11:38.4,-0.634666667,0.079666667,0.109,0.53936575,2.036514317,11.28418527,-73000,669333.3333,-735666.6667,98617.58219,28.84333333,27.6099987,-31.19411469,4.023664474,495,2.451685667,22.33975792,-1.29826653,0,0
11:38.5,-0.639333333,0.145333333,0.034,0.40207265,2.033245433,10.40812453,-72000,635666.6667,-735333.3333,98618.47738,28.84666667,27.6099987,-31.19411469,4.023664474,495,2.451685667,22.33975792,-1.29826653,0,0
11:38.5,-0.644,0.211,-0.041,0.26477955,2.02997655,9.5320638,-71000,602000,-735000,98619.37256,28.85,27.56999874,-29.30583954,3.968719482,495,3.025034189,18.08157587,-3.065350353,0,0
11:38.6,-0.592,0.228,-0.125,0.248435133,1.820768017,7.65899365,-60000,640000,-732666.6667,98617.72461,28.84666667,27.52999878,-27.41756439,3.91377449,495,3.598382711,13.82339382,-4.832434177,0,0
11:38.6,-0.54,0.245,-0.209,0.232090717,1.611559483,5.7859235,-49000,678000,-730333.3333,98616.07666,28.84333333,27.52999878,-27.41756439,3.91377449,495,3.598382711,13.82339382,-4.832434177,0,0
11:38.6,-0.488,0.262,-0.293,0.2157463,1.40235095,3.91285335,-38000,716000,-728000,98614.42871,28.84,27.43999863,-27.41756439,3.795430183,495,3.598382711,13.82339382,-4.832434177,0,0
11:38.7,-0.493,0.2485,-0.3355,0.152003075,1.083634825,3.486264075,-25500,701500,-719000,98614.11133,28.84,27.43999863,-27.41756439,3.795430183,495,3.598382711,13.82339382,-4.832434177,0,0
11:38.7,-0.498,0.235,-0.378,0.08825985,0.7649187,3.0596748,-13000,687000,-710000,98613.79395,28.84,27.42999936,-26.28736496,3.744711757,495.5,3.598382711,13.82339382,-4.832434177,0,0
11:38.8,-0.426333333,0.205333333,-0.363,0.062108783,0.71588545,3.726527,-11333.33333,697333.3333,-711333.3333,98612.75432,28.84,27.42000008,-25.15716553,3.69399333,496,3.598382711,13.82339382,-4.832434177,0,0
11:38.8,-0.354666667,0.175666667,-0.348,0.035957717,0.6668522,4.3933792,-9666.666667,707666.6667,-712666.6667,98611.71468,28.84,27.42000008,-25.15716553,3.69399333,496,3.598382711,13.82339382,-4.832434177,0,0
11:38.8,-0.283,0.146,-0.333,0.00980665,0.61781895,5.0602314,-8000,718000,-714000,98610.67505,28.84,27.44999886,-25.15716553,3.609461069,496,3.598382711,13.82339382,-4.832434177,0,0
11:38.9,-0.264,0.072,-0.32,0.0980665,0.4707192,7.7276402,2000,711000,-702000,98610.7605,28.83,27.44999886,-25.15716553,3.609461069,496,-1.43873775,4.931185246,0.268732637,0,0
11:38.9,-0.25,0.065666667,-0.282666667,0.196133,0.3726527,7.4922806,-5333.333333,746333.3333,-708000,98610.32105,28.83333333,27.49999905,-27.8465271,3.571422339,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.0,-0.236,0.059333333,-0.245333333,0.2941995,0.2745862,7.256921,-12666.66667,781666.6667,-714000,98609.88159,28.83666667,27.54999924,-30.53588867,3.533383608,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.0,-0.222,0.053,-0.208,0.392266,0.1765197,7.0215614,-20000,817000,-720000,98609.44214,28.84,27.61999894,-30.53588867,3.495344878,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.0,-0.149666667,0.030666667,-0.191333333,0.44129925,0.084990967,7.71783355,-33333.33333,601000,-716000,98610.33529,28.83666667,27.68999863,-30.53588867,3.457306147,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.1,-0.077333333,0.008333333,-0.174666667,0.4903325,-0.006537767,8.4141057,-46666.66667,385000,-712000,98611.22843,28.83333333,27.68999863,-30.53588867,3.457306147,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.1,-0.005,-0.014,-0.158,0.53936575,-0.0980665,9.11037785,-60000,169000,-708000,98612.12158,28.83,27.68999863,-30.53588867,3.457306147,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.2,0.047,-0.024,-0.1255,0.416782625,-0.0196133,9.625226975,-57000,166000,-707500,98613.96179,28.83,27.84000015,-28.19499969,3.389679909,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.2,0.099,-0.034,-0.093,0.2941995,0.0588399,10.1400761,-54000,163000,-707000,98615.802,28.83,27.84000015,-28.19499969,3.389679909,496,-1.43873775,4.931185246,0.268732637,0,0
11:39.2,0.084,-0.048333333,-0.060666667,0.3726527,0.032688833,10.79712165,-58333.33333,346666.6667,-721333.3333,98616.51815,28.83,28,-28.19499969,3.32205534,497,-1.43873775,4.931185246,0.268732637,0,0
11:39.3,0.069,-0.062666667,-0.028333333,0.4511059,0.006537767,11.4541672,-62666.66667,530333.3333,-735666.6667,98617.23429,28.83,28.07499981,-32.37924576,3.284832478,497,-1.702402771,3.49780798,2.568603799,0,0
11:39.3,0.054,-0.077,0.004,0.5295591,-0.0196133,12.11121275,-67000,714000,-750000,98617.95044,28.83,28.14999962,-36.56349182,3.247609615,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.4,0.107666667,-0.071666667,0.044333333,0.61781895,0.14709975,11.94776858,-72000,660000,-748000,98618.22917,28.83,28.14999962,-36.56349182,3.247609615,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.4,0.161333333,-0.066333333,0.084666667,0.7060788,0.3138128,11.78432442,-77000,606000,-746000,98618.50789,28.83,28.28999901,-37.56351471,3.171940327,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.4,0.215,-0.061,0.125,0.79433865,0.48052585,11.62088025,-82000,552000,-744000,98618.78662,28.83,28.28999901,-37.56351471,3.171940327,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.5,0.1755,-0.061,0.1265,0.848275225,0.22555295,12.10630943,-71000,640000,-750500,98616.81824,28.83,28.28999901,-37.56351471,3.171940327,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.5,0.136,-0.061,0.128,0.9022118,-0.02941995,12.5917386,-60000,728000,-757000,98614.84985,28.83,28.38999939,-14.15977478,3.087827683,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.6,0.1905,-0.0555,0.144,0.8041453,0.171616375,11.7875933,-71500,811000,-765500,98619.20776,28.825,28.38999939,-14.15977478,3.087827683,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.6,0.245,-0.05,0.16,0.7060788,0.3726527,10.983448,-83000,894000,-774000,98623.56567,28.82,28.38999939,-14.15977478,3.087827683,497,-1.966067791,2.064430714,4.86847496,0,0
11:39.6,0.17,-0.052,0.15125,0.733047088,0.44129925,11.0226746,-93750,539250,-759750,98622.90344,28.8225,28.42999935,-14.15977478,3.015370846,497.5,-1.256018251,3.782626152,3.703058243,0,0
11:39.7,0.095,-0.054,0.1425,0.760015375,0.5099458,11.0619012,-104500,184500,-745500,98622.24121,28.825,28.46999931,-14.15977478,2.942914009,498,-0.545968711,5.50082159,2.537641525,0,0
11:39.7,0.02,-0.056,0.13375,0.786983663,0.57859235,11.1011278,-115250,-170250,-731250,98621.57898,28.8275,28.50499916,-22.00984955,2.902806163,498,-0.545968711,5.50082159,2.537641525,0,0
11:39.8,-0.055,-0.058,0.125,0.81395195,0.6472389,11.1403544,-126000,-525000,-717000,98620.91675,28.83,28.53999901,-29.85992432,2.862698317,498,-0.545968711,5.50082159,2.537641525,0,0
11:39.8,-0.1535,-0.067,0.0965,0.671755525,0.760015375,11.64049355,-83500,921500,-779500,98624.75281,28.825,28.53999901,-29.85992432,2.862698317,498,-0.545968711,5.50082159,2.537641525,0,0
11:39.8,-0.252,-0.076,0.068,0.5295591,0.87279185,12.1406327,-41000,2368000,-842000,98628.58887,28.82,28.56999874,-29.85992432,2.659977794,498,-0.545968711,5.50082159,2.537641525,0,0
11:39.9,-0.246,-0.0725,0.0575,0.63743225,0.848275225,11.91017643,-47500,2262000,-837000,98626.59302,28.82,28.59999847,-29.85992432,2.457257271,498,-0.545968711,5.50082159,2.537641525,0,0
11:39.9,-0.24,-0.069,0.047,0.7453054,0.8237586,11.67972015,-54000,2156000,-832000,98624.59717,28.82,28.59999847,-29.85992432,2.457257271,498,-0.545968711,5.50082159,2.537641525,0,0
11:40.0,-0.215,-0.065,0.023,0.679927733,0.817220833,11.96084412,-50000,2219000,-836666.6667,98626.18815,28.82,28.61666552,-34.04286703,2.415183465,498.3333333,-0.123034437,4.601249377,2.01385496,0,0
11:40.0,-0.19,-0.061,-0.001,0.614550067,0.810683067,12.24196808,-46000,2282000,-841333.3333,98627.77914,28.82,28.63333257,-38.22580973,2.373109658,498.6666667,0.299899836,3.701677163,1.490068396,0,0
11:40.0,-0.165,-0.057,-0.025,0.5491724,0.8041453,12.52309205,-42000,2345000,-846000,98629.37012,28.82,28.64999962,-42.40875244,2.331035852,499,0.72283411,2.80210495,0.966281831,0,0
11:40.1,-0.161,-0.075,-0.0355,0.573689025,0.573689025,12.91045473,-54500,1993500,-829000,98627.8534,28.82,28.64999962,-42.40875244,2.331035852,499,0.72283411,2.80210495,0.966281831,0,0
11:40.1,-0.157,-0.093,-0.046,0.59820565,0.34323275,13.2978174,-67000,1642000,-812000,98626.33667,28.82,28.64999962,-42.40875244,2.331035852,499,0.72283411,2.80210495,0.966281831,0,0
11:40.2,-0.157333333,-0.080333333,-0.018333333,0.581861233,0.281123967,12.13736382,-61000,1762666.667,-820666.6667,98626.13322,28.82,28.64999962,-39.93415833,1.852036119,499,0.72283411,2.80210495,0.966281831,0,0
11:40.2,-0.157666667,-0.067666667,0.009333333,0.565516817,0.219015183,10.97691023,-55000,1883333.333,-829333.3333,98625.92977,28.82,28.6099987,-38.93413544,1.83953917,499,0.72283411,2.80210495,0.966281831,0,0
11:40.2,-0.158,-0.055,0.037,0.5491724,0.1569064,9.81645665,-49000,2004000,-838000,98625.72632,28.82,28.6099987,-38.93413544,1.83953917,499,0.72283411,2.80210495,0.966281831,0,0
11:40.3,-0.1315,-0.0705,0.0485,0.524655775,0.28439285,10.2185293,-50000,2356500,-834000,98627.37732,28.82,28.6099987,-38.93413544,1.83953917,499,0.72283411,2.80210495,0.966281831,0,0
11:40.3,-0.105,-0.086,0.06,0.50013915,0.4118793,10.62060195,-51000,2709000,-830000,98629.02832,28.82,28.6099987,-38.93413544,1.83953917,499,1.89769125,-0.497848809,0.976782978,0,0
11:40.4,-0.067,-0.0555,0.0335,0.338329425,0.48052585,9.42419065,-49500,2709000,-828000,98628.48511,28.82,28.56999969,-43.69659424,1.173491001,499,1.89769125,-0.497848809,0.976782978,0,0
11:40.4,-0.029,-0.025,0.007,0.1765197,0.5491724,8.22777935,-48000,2709000,-826000,98627.94189,28.82,28.56999969,-43.69659424,1.173491001,499,1.89769125,-0.497848809,0.976782978,0,0
11:40.4,0.007666667,-0.023,-0.006,0.238628483,0.454374783,8.185283867,-39333.33333,2651666.667,-836000,98626.26342,28.81666667,28.51999855,-43.69659424,1.223166108,500,1.89769125,-0.497848809,0.976782978,0,0
